id_2022,title_english,type,score_2022,scored_by_2022,status,episodes_2022,source,members_2022,favorites_2022,episode_duration,pg_rating,sfw,genres_2022,themes,demographics,synopsis_2022,background,id_2020,synopsis_2020,genre_2020,aired,episodes_2020,members_2020,popularity_2020,ranked_2020,score_2020
37981,child of the sea,movie,7.21,28860,finished airing,1.0,manga,87127,688,0 days 01:51:00,PG-13 - Teens 13 or older,True,drama mystery supernatural,,seinen,one summer vacation ruka meet two boy umi and sora whose upbringing contains strange and wonderful secret drawn to their beautiful swimming almost more like flying ruka and the adult who know them are intertwined in a complex mesh meanwhile an unexplained anomaly is occurring all over the world fish are disappearing thus begin a marine adventure of boy and girl to captivate all the sens,winner of the grand prize award on the 23rd japan medium art festival,37981.0,one summer vacation ruka meet two boy umi and sora whose upbringing contains strange and wonderful secret drawn to their beautiful swimming almost more like flying ruka and the adult who know them are intertwined in a complex mesh meanwhile an unexplained anomaly is occurring all over the world fish are disappearing thus begin a marine adventure of boy and girl to captivate all the sens,drama mystery seinen supernatural,"Jun 7, 2019",1.0,14681.0,3730.0,2106.0,7.4
15439,this boy caught a merman,ovum,7.32,18235,finished airing,1.0,original,36207,160,0 days 00:28:00,PG-13 - Teens 13 or older,True,boy love fantasy,,,shima kawauchi wa taken in by his kind grandfather following the divorce of his unloving parent his grandfather pass away in due time leaving shima all alone consumed by grief he cry by the oceanside at night when an accident cause him to fall into the water unable to swim shima nearly drowns but is saved by an incredibly handsome merman seeing shimas emotional state the mermanwho shima name isakiinsists that shima take him home until he fully recovers however a they settle into their space together the two start to form a bond that transcends both specie and gender written by mal rewrite,kono danshi ningyo hiroimashita wa released on bluray and dvd on september 10 2013 by sentai filmworks,15439.0,the second ovum of kono dan series they say look before you leap and make sure you can swim before you go in the deep water but when a picture of his late grandfather fall into the ocean shima jump in after it without thinking nearly drowning a a result he is instead saved by a very perfect stranger one whose strangeness extends to only being human from the waist up for shima who always felt like a fish out of water himself it more than just a revelation and the young man and merman quickly begin to bond in way neither anticipated and yet it going to be far from easy sailing after all shima and isaki arent just from opposite side of the track theyre from entirely divergent specie and swimming in separate gene pool may make maintaining a long term relationship a whole different kettle of fish source sentai filmworks,fantasy shounen ai,"Nov 9, 2012",1.0,25082.0,2850.0,1512.0,7.57
34420,isekai izakaya japanese food from another world,ona,7.42,13518,finished airing,24.0,light novel,33855,117,0 days 00:14:58,PG-13 - Teens 13 or older,True,fantasy gourmet,adult cast iyashikei workplace,,experienced head chef nobuyuki yazawa and friendly waitress shinobu senke run a traditional japanese izakaya called nobua bar known for serving a tasty array of food and drink welcoming any and all customer the pair strive to showcase nobus exclusive menu and provide the best possible experience however despite it ordinary appearance the establishment open to the heart of aitheria a city from a parallel universe a news of the restaurant exquisite dish spread throughout the land aitherian citizen from various social background travel to nobu in search of new and delicious cuisine bringing with them an empty stomach and riveting story to tell written by mal rewrite,isekai izakaya koto aitheria no izakaya nobu wa first announced on november 24 2016 the series made it worldwide premiere across various streaming site on april 13 2018,34420.0,the novel center on a bar called nobulocated in kyoto japan but with a door that is connected to the bar in another world the visitor include denizen of the other world and customer seek out it excellent toriaezu nama ale and cuisine source ann,fantasy,"Apr 13, 2018 to Sep 14, 2018",24.0,17725.0,3399.0,2245.0,7.37
31378,seraph of the end vampire shahar,ovum,7.18,31847,finished airing,1.0,manga,75939,111,0 days 00:23:00,R - 17+ (violence & profanity),True,action drama supernatural,military vampire,shounen,the story is set before the main story battle in nagoya arc the shinoa squad receives another mission from guren to rescue a human girl named riko from a mysterious vampire shahar and bring her back to her family however ferid and crowley also appear when they find shahar can yuuichirou save the girl source crunchyroll,it wa initially screened at the jump special anime festa on november 3 2015 the ovum wa bundled with vol 11 of the manga released on may 2 2016,31378.0,the story is set before the main story battle in nagoya arc the shinoa squad receives another mission from guren to rescue a human girl named riko from a mysterious vampire shahar and bring her back to her family however ferid and crowley also appear when they find shahar can yuuichirou save the girl source crunchyroll,action military supernatural drama vampire shounen,"May 2, 2016",1.0,43875.0,2070.0,2885.0,7.22
13117,hakuoki demon of the fleeting blossom wild dance of kyoto,movie,7.62,8673,finished airing,1.0,visual novel,26970,73,0 days 01:35:51,PG-13 - Teens 13 or older,True,action drama supernatural,historical samurai,josei,disguised a a boy young chizuru yukimura leaf her quiet home and head to kyoto in search of her missing fathera medical doctor by the name of koudou she soon learns that the volatile capital city is a dangerous place to be in a she is ambushed by a pair of ronin while in the street much to her horror the ronin are slain right in front of her eye by whitehaired redeyed samurai only to be quickly disposed of by three men from the shinsengumia special police force who serve the shogun after the incident chizuru find herself being taken into custody by the shinsengumi for further questioning upon learning that her missing father is also the same man they are searching for the chief allows her to stay in their care while they look for his whereabouts while working a an assistant for secondincommand toshizou hijikata chizuru slowly discovers just how connected the troubling political environment of kyoto and the demoniclooking whitehaired samurai are to her written by mal rewrite,hakuouki movie 1 kyoto ranbu wa released on bluray and dvd by sentai filmworks a hakuoki demon of the fleeting blossom wild dance of kyoto on june 28 2016,13117.0,chizuru yukimura ha come to kyoto looking for her father a doctor who ha gone missing while there she witness a fight between an oni and the shinsengumi taking her into custody the shinsengumi debate on what to do with chizuru when they discover that she is the daughter of the doctor for whom they are also looking the shinsengumi then take chizuru along on their search after the missing doctor from adventure to adventure source ann,action historical supernatural drama samurai josei,"Aug 24, 2013",1.0,20334.0,3168.0,933.0,7.79
2144,naruto the movie 3 guardian of the crescent moon kingdom,movie,6.91,112252,finished airing,1.0,manga,189572,148,0 days 01:34:00,PG-13 - Teens 13 or older,True,action adventure fantasy,,shounen,led by kakashi hatake naruto uzumaki sakura haruno and rock lee are tasked to escort the extravagant prince michiru tsuki and his spoiled son hikaru to the prosperous land of moon when the two return from a long trip around the world a if guarding two whimsical highranked individual wa not challenging enough the prince reckless decision to acquire an entire circus during their journeymainly to entertain hikarus wish of owning the sabertoothed tiger featured in the showfurther propels the mission into disarray just a thing are finally settling down the arrival of michirus convoy at the land of moon is met with an unforeseen crisisthe greedy chief minister shabadaba ha taken over the country with the assistance of mysterious powerful ninja while kakashis team relentlessly fight the enemy by any mean necessary the two prince are forced to confront a new outlook on life through adversity written by mal rewrite,being the last movie related to the first series naruto movie 3 dai koufun mikazuki jima no animaru panikku dattebayo take place after episode 196 of naruto this is the only naruto movie to feature character in different outfit rather than the one they normally wear it wa announced on august 6 2005 at the opening of naruto movie 2 dai gekitotsu maboroshi no chiteiiseki dattebayo and premiered in japan on august 5 2006 the first 100000 people to see the film in certain theater received a yoyo featuring naruto and his ninja technique rasengan the movie wa released on dvd on april 25 2007 in japan in the united state the film aired on cartoon network on november 8 2008 and wa released on dvd on november 11 2008 naruto movie 3 dai koufun mikazuki jima no animaru panikku dattebayo ha an animanga adaptation released in japan on april 4 2007 and in the united state on november 4 2008,2144.0,naruto kakashi sakura and lee are sent to protect a prince during his trip around the world and see that he return safely to his home in the moon country the moon country happens to be really rich and a such the prince tends to buy anything his heart desire during his travel the prince would come across a circus group that feature a rare sabretoothed tiger that he just had to have so he purchased the entire group suddenly a mission to protect just the spoiled prince that hardly listened to anything said turn in to a mission to look after animal and a prince that doesnt listen to what they say and in the end somehow get them all back safely to their home country all the while there are three mysterious ninja wielding some frightening jutsu waiting for them why are they attacking them what do they want with team kakashi source narutofan,action adventure,"Aug 5, 2006",1.0,127932.0,881.0,4002.0,6.95
30363,the testament of sister new devil burst,tv,6.83,199682,finished airing,10.0,light novel,356315,530,0 days 00:23:00,PG-13 - Teens 13 or older,True,action fantasy romance ecchi,harem mythology,,basara toujou ha a hard life he is the older stepbrother to two demonic sister mio and maria naruse whom he protects from entitled demon looking to claim mios power for themselves on top of that rising political tension within the demon realm only make his job more difficult when a messenger arrives with summons for mio to the demon realm she and her friend go in spite of the danger now on the enemy turf basara will have to grow stronger through erotic pleasure in order to do the impossible and protect everyone written by mal rewrite,shinmai maou no testament burst adapts volume 4 to 7 of tetsuto uesus light novel series of the same title,30363.0,basara toujou ha a hard life he is the older stepbrother to two demonic sister mio and maria naruse whom he protects from entitled demon looking to claim mios power for themselves on top of that rising political tension within the demon realm only make his job more difficult when a messenger arrives with summons for mio to the demon realm she and her friend go in spite of the danger now on the enemy turf basara will have to grow stronger through erotic pleasure in order to do the impossible and protect everyone written by mal rewrite,action ecchi fantasy romance harem demons,"Oct 10, 2015 to Dec 12, 2015",10.0,211651.0,511.0,3525.0,7.07
10447,aquarion evol,tv,7.09,43400,finished airing,26.0,original,101491,409,0 days 00:24:24,PG-13 - Teens 13 or older,True,action comedy drama fantasy romance scifi,mecha,,12000 year after the event in genesis aquarion human live on the star vega under constant threat of transdimensional being called abductor these enemy originate from vega sister star altair and raid vega for human life a a countermeasure an organization known a neodeava formed to combat the abductor they pilot advanced mecha suit called aquarium and are strictly separated by gender boy and girl are not allowed contact they are even restrained from fighting on the same battlefield however event take a shocking turn when an advanced abductor mecha suit join the fray two teenager mikono and amata are dragged into the conflict unknowingly amata performs a taboo when he summons an aquarium and initializes what is called the forbidden union between male and female aquarium neodeava is shocked and the repercussion of amatas action are much farther reaching than he realizes how wa he able to summon an aquarium where did he learn to form a forbidden union and why wa mikono also able to pilot the mecha suit,the first two episode were aired together a a 1 hour special,10447.0,12000 year after the event in genesis aquarion human live on the star vega under constant threat of transdimensional being called abductor these enemy originate from vega sister star altair and raid vega for human life a a countermeasure an organization known a neodeava formed to combat the abductor they pilot advanced mecha suit called aquarium and are strictly separated by gender boy and girl are not allowed contact they are even restrained from fighting on the same battlefield however event take a shocking turn when an advanced abductor mecha suit join the fray two teenager mikono and amata are dragged into the conflict unknowingly amata performs a taboo when he summons an aquarium and initializes what is called the forbidden union between male and female aquarium neodeava is shocked and the repercussion of amatas action are much farther reaching than he realizes how wa he able to summon an aquarium where did he learn to form a forbidden union and why wa mikono also able to pilot the mecha suit,action comedy drama fantasy mecha romance scifi,"Jan 9, 2012 to Jun 25, 2012",26.0,85383.0,1269.0,2903.0,7.21
593,infinite ryvius,tv,7.45,11656,finished airing,26.0,original,40963,315,0 days 00:23:45,PG-13 - Teens 13 or older,True,drama scifi,mecha military psychological space,,the year is ad 2225 kouji aiba and aoi housen are serving a astronaut intraining in liebe delta which is located on the edge of the geduld sea when saboteur with unknown intent suddenly strike during a routine dive procedure the space station plummet into the geduld a plasma field that link all the planet like a nervous system and crush any ship that stray too far into it with all the adult onboard killed the young astronaut will have to survive this long journey home in midst of the growing tension amongst each other meanwhile the organizer of the sabotage look on and prepare to attack once more,the series won the television award in the 5th animation kobe award in 2000,593.0,the year is ad 2225 kouji aiba and aoi housen are serving a astronaut intraining in liebe delta which is located on the edge of the geduld sea when saboteur with unknown intent suddenly strike during a routine dive procedure the space station plummet into the geduld a plasma field that link all the planet like a nervous system and crush any ship that stray too far into it with all the adult onboard killed the young astronaut will have to survive this long journey home in midst of the growing tension amongst each other meanwhile the organizer of the sabotage look on and prepare to attack once more,drama mecha military psychological scifi space,"Oct 6, 1999 to Mar 29, 2000",26.0,32989.0,2431.0,1674.0,7.52
2993,rosario vampire,tv,6.77,373128,finished airing,13.0,manga,632962,3266,0 days 00:25:00,R+ - Mild Nudity,True,comedy fantasy romance ecchi,harem school vampire,shounen,youkai academy is a seemingly normal boarding school except that it pupil are monster learning to coexist with human all student attend in human form and take normal academic subject such a literature gym foreign language and mathematics however there is one golden rule at youkai academyall human found on school ground are to be executed immediately tsukune aono is an average teenager who is unable to get into any high school because of his bad grade his parent inadvertently enroll him into youkai academy a a lastditch effort to secure his education a tsukune unknowingly enters this new world he ha a runin with the most attractive girl on campus moka akashiya deciding to stay in the perilous realm in order to further his relationship with moka he doe not realize that beneath her beauty lie a menacing monstera vampire rosario to vampire is a supernatural school comedy that explores tsukunes romantic exploit experience and misadventure with a bevy of beautiful but dangerous creature written by mal rewrite,the source material popularity ha also led to the creation of drama cd visual novel internet radio show and a novel adaption,2993.0,youkai academy is a seemingly normal boarding school except that it pupil are monster learning to coexist with human all student attend in human form and take normal academic subject such a literature gym foreign language and mathematics however there is one golden rule at youkai academyall human found on school ground are to be executed immediately tsukune aono is an average teenager who is unable to get into any high school because of his bad grade his parent inadvertently enroll him into youkai academy a a lastditch effort to secure his education a tsukune unknowingly enters this new world he ha a runin with the most attractive girl on campus moka akashiya deciding to stay in the perilous realm in order to further his relationship with moka he doe not realize that beneath her beauty lie a menacing monstera vampire rosario to vampire is a supernatural school comedy that explores tsukunes romantic exploit experience and misadventure with a bevy of beautiful but dangerous creature written by mal rewrite,harem comedy romance ecchi vampire fantasy school shounen,"Jan 3, 2008 to Mar 27, 2008",13.0,457606.0,160.0,3858.0,6.99
8630,aria the scarlet ammo,tv,6.82,185464,finished airing,12.0,light novel,351753,871,0 days 00:24:43,PG-13 - Teens 13 or older,True,action comedy romance,school,,in response to the worsening crime rate japan creates tokyo butei high an elite academy where butei or armed detective hone their deadly skill in hope of becoming mercenarylike agent of justice one particular butei is kinji tooyama an antisocial and curt sophomore dropout who wa once a student of the combatcentric assault division kinji now life a life of leisure studying logistics in order to cover up his powerful but embarrassing special ability however his peaceful day soon come to an end when he becomes the target of the infamous butei killer and run into an emotional hurricane and outspoken prodigy of the highest rank aria holmes kanzaki who save kinjis life and demand that he become her partner after seeing what he is truly capable of written by mal rewrite,hidan no aria adapts the first 3 novel of chuugaku akamatsus light novel series of the same title,8630.0,in response to the worsening crime rate japan creates tokyo butei high an elite academy where butei or armed detective hone their deadly skill in hope of becoming mercenarylike agent of justice one particular butei is kinji tooyama an antisocial and curt sophomore dropout who wa once a student of the combatcentric assault division kinji now life a life of leisure studying logistics in order to cover up his powerful but embarrassing special ability however his peaceful day soon come to an end when he becomes the target of the infamous butei killer and run into an emotional hurricane and outspoken prodigy of the highest rank aria holmes kanzaki who save kinjis life and demand that he become her partner after seeing what he is truly capable of written by mal rewrite,action comedy romance school,"Apr 15, 2011 to Jul 1, 2011",12.0,267310.0,370.0,3798.0,7.0
3594,tear to tiara,tv,7.17,30167,finished airing,26.0,visual novel,75258,178,0 days 00:24:20,PG-13 - Teens 13 or older,True,action adventure fantasy,,,a the holy empire rise to power the neighboring land begin to gradually fall under it control the empire conquest eventually reach the small island of erin home to the gael tribe there a priestess named riannon is kidnapped to be offered a a living sacrifice to the demon king arawn a malevolent being rumored to have caused untold destruction in the past riannons brother first warrior arthur rescue her when arawn suddenly materializes before them a a handsome greyhaired man hiding his true identity and remaining enigmatic arawn pledge his power and leadership to the tribe cause and join arthur riannon and their merry band of friendsincluding a talented swordsman an agile hunter and a group of ecstatic pixiesas they fight back against the empire while uncovering the dark secret of the land along the way written by mal rewrite,episode 1 wa preaired online on april 3rd tv broadcast began on april 6th,3594.0,a the holy empire rise to power the neighboring land begin to gradually fall under it control the empire conquest eventually reach the small island of erin home to the gael tribe there a priestess named riannon is kidnapped to be offered a a living sacrifice to the demon king arawn a malevolent being rumored to have caused untold destruction in the past riannons brother first warrior arthur rescue her when arawn suddenly materializes before them a a handsome greyhaired man hiding his true identity and remaining enigmatic arawn pledge his power and leadership to the tribe cause and join arthur riannon and their merry band of friendsincluding a talented swordsman an agile hunter and a group of ecstatic pixiesas they fight back against the empire while uncovering the dark secret of the land along the way written by mal rewrite,action adventure fantasy magic,"Apr 6, 2009 to Sep 28, 2009",26.0,63809.0,1595.0,2800.0,7.24
33605,spiritpact,ona,7.18,28559,finished airing,20.0,web manga,82100,435,0 days 00:14:30,PG-13 - Teens 13 or older,True,action boy love comedy supernatural,,,low on luck after a series of unfortunate event you keika work parttime to try bringing himself out of a life of poverty after a strange encounter with a whitehaired man in a junkyard you wake up to discover that he wa killed in a sudden accident and ha become a spirit the man he had encountered tanmoku ki is revealed a the 13th youmeshi of the tanmoki the highestranking exorcist family of china noticing the wandering spirit he offer you the opportunity to form a pact he will offer you protection from human and in return you will have to become his spirit shadow keeping him safe and guarded at all time from then on the two face untold challenge in the spiritual world striving to keep those around them safe from harmful spirit along the way the pact they formed grows into something more a bond that neither of the two ever expected behind their role a master and servant a lingering admiration begin to emerge written by mal rewrite,a japanese dub of the series wa produced by haoliners japanese branch emon the series aired on television under the title spiritpact starting on january 7 2017 at 2100 jst each tv episode wa comprised of two ona episode with minor aesthetic touchups,33605.0,low on luck after a series of unfortunate event you keika work parttime to try bringing himself out of a life of poverty after a strange encounter with a whitehaired man in a junkyard you wake up to discover that he wa killed in a sudden accident and ha become a spirit the man he had encountered tanmoku ki is revealed a the 13th youmeshi of the tanmoki the highestranking exorcist family of china noticing the wandering spirit he offer you the opportunity to form a pact he will offer you protection from human and in return you will have to become his spirit shadow keeping him safe and guarded at all time from then on the two face untold challenge in the spiritual world striving to keep those around them safe from harmful spirit along the way the pact they formed grows into something more a bond that neither of the two ever expected behind their role a master and servant a lingering admiration begin to emerge written by mal rewrite,action comedy magic shounen ai supernatural,"Jun 21, 2016 to Nov 1, 2016",20.0,48343.0,1946.0,3006.0,7.19
936,naruto the movie 2 legend of the stone of gelel,movie,6.87,126685,finished airing,1.0,manga,214297,154,0 days 01:37:00,PG-13 - Teens 13 or older,True,action adventure fantasy,,shounen,in a tumultuous effort the sunagakure ninja attempt to repel an unforeseen invasion of mysterious armored warrior on the land of wind shortly afterwards the same armored troop led by temujina skilled knight of impressive powerambush naruto uzumaki sakura haruno and shikamaru nara who are on a mission to recover a lost ferret naruto and temujin engage in a fierce fight that end with both of them falling off a cliff taken aback by their friend sudden misfortune sakura and shikamaru witness yet another alarming development a massive moving structure appears out of nowhere ravaging any tree and rock in it path while sakura set off to find naruto shikamaru infiltrates the imposing fortress in hope of learning more about the critical situation entangled in a relentless conflict the konohagakure ninja join force with their sunagakure counterpart to defeat the common enemy however amidst the turmoil a clash between two different vision of an ideal world emerges written by mal rewrite,naruto movie 2 dai gekitotsu maboroshi no chiteiiseki dattebayo is set approximately after the sasuke recovery mission arc of the naruto anime series which end with episode 135 after it theatrical release in japan on august 6 2005 naruto movie 2 dai gekitotsu maboroshi no chiteiiseki dattebayo became a directtovideo film in the united state it aired on cartoon network on july 26 2008 and wa released on dvd on july 29 2008 the movie ha an animanga adaptation released in japan on march 3 2006 and in the united state on november 4 2008,936.0,naruto shikamaru and sakura are executing their mission of delivering a lost pet to a certain village however right in the midst of thing troop led by the mysterious knight temujin attack them in the violent battle the three become separated temujin challenge naruto to a fight and at the end of the fierce battle both fall together from a high cliff furthermore shikamaru having been left behind beholds a giant moving fortress a it appears before his very eye in order to get a grasp on the situation he infiltrates the fortress by himself however once there he witness a frightening sight source ann,adventure comedy drama fantasy shounen supernatural,"Aug 6, 2005",1.0,140087.0,794.0,3909.0,6.97
11021,muvluv alternative total eclipse,tv,7.1,39400,finished airing,24.0,light novel,89449,322,0 days 00:24:25,R+ - Mild Nudity,True,action scifi,mecha military,,in 1973 following the ruthless sixyearlong lunar war the hostile alien specie known a the betabeings of extra terrestrial origin which are adversary of the human raceinvaded earth killing billion and decimating eurasia while beta can be destroyed with conventional weapon their laserclass is able to wipe out entire aircraft fleet forcing mankind to develop giant combat suit called tactical surface fighter tsf to combat them when the beta reach japan in 1998 military school student and tsf pilotor eishiyui takamura is ordered to defend kyoto last line of defense with her fellow classmate at the cost of countless human life and the sacrifice of yuis friend the japanese imperial army manages to repel the invader leaving destruction in it wake however this encounter leaf yui determined to never again allow something like this to occur three year later now a lieutenant yui join the xfj project an alaskabased japanamerican tsf development program in an international team composed of the uncooperative japaneseamerican test pilot yuuya bridge and various eishi from country lost to the beta yuis task is to help develop the new japanese tsf shiranui amidst political tension inherited from the cold war muvluv alternative total eclipse follows yuis delicate mission and yuuyas journey to overcome the demon of the past that still haunt him written by mal rewrite,muvluv alternative total eclipse wa released on bluray and dvd in two collection each by sentai filmworks both version of the first set containing the first half of the series were released on january 20 2015 both version of the second set containing the second half of the series were released on may 12 2015,11021.0,since 1973 an invasion of alien upon earth known a beta ha driven human civilization to destruction in order to defend themselves from this enormous mass of enemy force mankind ha developed large humanoid arm called tactical surface fighter and deployed them to it defense line through out the world however it effort could only slow down the impending defeat and mankind ha been forced to abandon the major area of the eurasian continent for 30 year they have been caught in an endless war against beta without any hope of victory now in 2001 imperial japan face difficulty in the development of the nextgeneration of tactical surface fighter tsf a it defends the front line of the far east the un ha proposed a joint development program between imperial japan and the united state a a part of it tsf international mutual development unit the prominence project yui takamura a surface pilot of the imperial royal guard of japan is given the responsibility of the project and set off to alaska meanwhile yuya bridge also a surface pilot of the u army head to the same destination they never had any idea just how drastically their encounter would change their fate this story of internal dilemma take place during the development of the new tactical surface fighter the most crucial and effective weapon against beta and this time the stake are much higher than a handful of life and our sanity all we can do is fight source muvluv total eclipse official english website edited,action mecha military scifi,"Jul 2, 2012 to Dec 24, 2012",24.0,73175.0,1446.0,3192.0,7.15
9367,freezing,tv,6.82,164395,finished airing,12.0,manga,302700,1083,0 days 00:24:00,R+ - Mild Nudity,True,action drama romance scifi ecchi,harem martial art,seinen,decade into the future humanity is under siege by an alien race known a the nova these inhuman being leave devastation in their wake whenever they appear with the effort to stave them off becoming known a nova clash young woman known a pandora and young men known a limiter are implanted with stigma to give them superhuman power and are trained in military academy where they must learn to work together if humanity is to have a chance of surviving freezing tell the story of kazuya aoi a he set out for his first day at the west genetics military academy right when a battle royale is being undertaken by the pandora it is here that he mistake satellizer el bridgeta powerful pandora known a the untouchable queenas his deceased sister and embrace her though he cost her the match she find that his touch doesnt drive her away and decides to take him a her limiter the only question is whether or not their partnership can survive the machination of their upperclassmen and the impending battle with the nova,freezing adapts content from the first 6 volume of the manga it is based on,9367.0,decade into the future humanity is under siege by an alien race known a the nova these inhuman being leave devastation in their wake whenever they appear with the effort to stave them off becoming known a nova clash young woman known a pandora and young men known a limiter are implanted with stigma to give them superhuman power and are trained in military academy where they must learn to work together if humanity is to have a chance of surviving freezing tell the story of kazuya aoi a he set out for his first day at the west genetics military academy right when a battle royale is being undertaken by the pandora it is here that he mistake satellizer el bridgeta powerful pandora known a the untouchable queenas his deceased sister and embrace her though he cost her the match she find that his touch doesnt drive her away and decides to take him a her limiter the only question is whether or not their partnership can survive the machination of their upperclassmen and the impending battle with the nova,action scifi harem drama romance ecchi martial arts seinen,"Jan 8, 2011 to Apr 7, 2011",12.0,235772.0,433.0,3634.0,7.04
10418,deadman wonderland the red knife wielder,ovum,6.94,73672,finished airing,1.0,manga,128357,60,0 days 00:27:00,R - 17+ (violence & profanity),True,action horror scifi,,shounen,two year after the catastrophic tidal wave that swept over japan police officer kiyomasa senji is trying to make the world a safer place using his branch of sin power he stop criminal in whatever way he can after rescuing a boy named izuru tsukiyoshi from a gang called goreless peace the conflict between kiyomasa and his adversary heat up rapidly to the point of being explosive offering a glimpse into the past of the future deadman the story follows senji helping to further develop the reasoning that drive his action later in life written by mal rewrite,the deadman wonderland ovum is an animeoriginal story that is only referenced in the original manga,10418.0,two year after the catastrophic tidal wave that swept over japan police officer kiyomasa senji is trying to make the world a safer place using his branch of sin power he stop criminal in whatever way he can after rescuing a boy named izuru tsukiyoshi from a gang called goreless peace the conflict between kiyomasa and his adversary heat up rapidly to the point of being explosive offering a glimpse into the past of the future deadman the story follows senji helping to further develop the reasoning that drive his action later in life written by mal rewrite,action scifi horror shounen,"Oct 8, 2011",1.0,106088.0,1051.0,3589.0,7.05
11285,black rock shooter,tv,6.81,168241,finished airing,8.0,other,334278,2095,0 days 00:23:00,PG-13 - Teens 13 or older,True,action drama,mahou shoujo super power,,on the first day of junior high school mato kuroi happens to run into yomi takanashi a shy withdrawn girl whom she immediately take an interest in mato try her best to make conversation with yomi wanting to befriend her at first she is avoided but the ice break when yomi happens to notice a decorative blue bird attached to matos phone which is from the book lil bird at play discovering they have a common interest the two form a strong friendship in an alternate universe the young girl exist a parallel being mato a blackrock shooter and yomi a dead master somehow what happens in one world seems to have an effect on the other and unaware of this fact the girl unknowingly become entangled by the thread of fate written by mal rewrite,blackrock shooter is based on character illustrated by huke the illustration caught the eye of music producer ryo who then created a song based from these illustration with his collaborative supercell this song title would then become the inspiration for the anime blackrock shooter the anime wa awarded the technical achievement in broadcast animation at the 65th motion picture and television engineering society of japan award in 2012 it also received a video game adaptation for the playstation portable a well a a few browser game and guest appearance in other popular video game franchise,11285.0,on the first day of junior high school mato kuroi happens to run into yomi takanashi a shy withdrawn girl whom she immediately take an interest in mato try her best to make conversation with yomi wanting to befriend her at first she is avoided but the ice break when yomi happens to notice a decorative blue bird attached to matos phone which is from the book lil bird at play discovering they have a common interest the two form a strong friendship in an alternate universe the young girl exist a parallel being mato a blackrock shooter and yomi a dead master somehow what happens in one world seems to have an effect on the other and unaware of this fact the girl unknowingly become entangled by the thread of fate written by mal rewrite,action drama school slice of life,"Feb 3, 2012 to Mar 23, 2012",8.0,275548.0,355.0,4018.0,6.94
33487,masamunekuns revenge,tv,6.74,443888,finished airing,12.0,manga,750964,2914,0 days 00:24:00,PG-13 - Teens 13 or older,True,comedy romance,harem school,shounen,when masamune makabe wa a child he wa rejected by a rich beautiful girl named aki adagaki who gave him the nickname piggy for being overweight devastated masamune put great effort into working out to improve his appearance now a handsome yet narcissistic high school student masamune is determined to exact revengehe will have aki fall madly in love with him and ultimately reject her the next time they meet to his surprise masamune discovers he ha transferred into akis school setting his plan into motion masamune first begin to form a relationship with the brutal princess but despite his effort fails miserably at his initial attempt shockingly when masamune finally progress towards his vengeance he receives a mysterious letter addressing him by his old nickname unless masamune discovers the sender identity his plan is doomed before it even start written by mal rewrite,the anime adapts the first 29 chapter of the manga,33487.0,when masamune makabe wa a child he wa rejected by a rich beautiful girl named aki adagaki who gave him the nickname piggy for being overweight devastated masamune put great effort into working out to improve his appearance now a handsome yet narcissistic high school student masamune is determined to exact revengehe will have aki fall madly in love with him and ultimately reject her the next time they meet to his surprise masamune discovers he ha transferred into akis school setting his plan into motion masamune first begin to form a relationship with the brutal princess but despite his effort fails miserably at his initial attempt shockingly when masamune finally progress towards his vengeance he receives a mysterious letter addressing him by his old nickname unless masamune discovers the sender identity his plan is doomed before it even start written by mal rewrite,comedy harem romance school shounen,"Jan 5, 2017 to Mar 23, 2017",12.0,398144.0,217.0,3908.0,6.97
21881,sword art online ii,tv,6.71,1218569,finished airing,24.0,light novel,1788315,9025,0 days 00:23:40,PG-13 - Teens 13 or older,True,action adventure fantasy romance,love polygon video game,,a year after escaping sword art online kazuto kirigaya ha been settling back into the real world however his peace is shortlived a a new incident occurs in a game called gun gale online where a player by the name of death gun appears to be killing people in the real world by shooting them ingame approached by official to assist in investigating the murder kazuto assumes his persona of kirito once again and log into gun gale online intent on stopping the killer once inside kirito meet sinon a highly skilled sniper afflicted by a traumatic past she is soon dragged in his chase after death gun and together they enter the bullet of bullet a tournament where their target is sure to appear uncertain of death gun real power kirito and sinon race to stop him before he ha the chance to claim another life not everything go smoothly however a scar from the past impede their progress in a highstakes game where the next victim could easily be one of them kirito put his life on the line in the virtual world once more written by mal rewrite,sword art online ii adapts novel 5 to 8 of reki kawaharas light novel series of the same title the first episode wa screened at various special event held in the united state france germany hong kong taiwan korea and japan before it television premiere,21881.0,a year after escaping sword art online kazuto kirigaya ha been settling back into the real world however his peace is shortlived a a new incident occurs in a game called gun gale online where a player by the name of death gun appears to be killing people in the real world by shooting them ingame approached by official to assist in investigating the murder kazuto assumes his persona of kirito once again and log into gun gale online intent on stopping the killer once inside kirito meet sinon a highly skilled sniper afflicted by a traumatic past she is soon dragged in his chase after death gun and together they enter the bullet of bullet a tournament where their target is sure to appear uncertain of death gun real power kirito and sinon race to stop him before he ha the chance to claim another life not everything go smoothly however a scar from the past impede their progress in a highstakes game where the next victim could easily be one of them kirito put his life on the line in the virtual world once more written by mal rewrite,action game adventure romance fantasy,"Jul 5, 2014 to Dec 20, 2014",24.0,1077494.0,18.0,3618.0,7.05
